"Course Code (long)","faculty","course_code","name","credits","level","term","section_number","location","instructor","capacity","enrolled","status","meeting_type","meeting_date","meeting_start_date","meeting_end_date","meeting_days","meeting_start_time","meeting_end_time","meeting_building","meeting_room"
"ONEH*1000*01","ONEH","1000","Introduction to One Health","0.50","Undergraduate","Fall 2022","01","Guelph","S. Martone","58","1","Open","LEC",,"2022/09/08","2022/12/16","Tues Thur","11:30 AM","12:50 PM","MINS","103"
,,,,,,,,,,,,,"EXAM","2022/12/10",,,"Sat","08:30 AM","10:30 AM",,
"ONEH*6100*01","ONEH","6100","Master's Seminar in One Health","0.50","Graduate","Fall 2022","01","Guelph","E. Parmley","12","5","Open","LEC",,"2022/09/08","2022/12/16","Mon Wed","02:30 PM","03:50 PM","ROZH","108"
"ONEH*6200*01","ONEH","6200","Doctoral Seminar in One Health","0.50","Graduate","Fall 2022","01","Guelph","E. Parmley","12","12","Open","LEC",,"2022/09/08","2022/12/16","Mon Wed","02:30 PM","03:50 PM","ROZH","108"
"PABI*6030*01","PABI","6030","Applied Clinical Pathology I","0.50","Graduate","Fall 2022","01","Guelph","J. Beeler-Marfisi","5","4","Open","LEC",,"2022/09/08","2022/12/16","Thur","12:30 PM","01:20 PM","PAHL","3826"
"PABI*6040*01","PABI","6040","Applied Clinical Pathology II","0.50","Graduate","Fall 2022","01","Guelph","R. Wood","5","4","Open","LEC",,"2022/09/08","2022/12/16","Thur","12:30 PM","01:20 PM","PAHL","3826"
"PABI*6041*01","PABI","6041","Applied Clinical Pathology III","0.50","Graduate","Fall 2022","01","Guelph","D. Bienzle","5","4","Open","LEC",,"2022/09/08","2022/12/16","Thur","12:30 PM","01:20 PM","PAHL","3826"
"PABI*6080*01","PABI","6080","Diagnostic Pathology I","0.50","Graduate","Fall 2022","01","Guelph","J. Caswell","3","1","Open","LEC",,"2022/09/08","2022/12/16","Tues Thur","09:00 AM","10:50 AM","PAHL","4838"
"PABI*6090*01","PABI","6090","Diagnostic Pathology II","0.50","Graduate","Fall 2022","01","Guelph","R. Foster","3","1","Open","LEC",,"2022/09/08","2022/12/16","Tues Thur","09:00 AM","10:50 AM","PAHL","4838"
"PABI*6091*01","PABI","6091","Diagnostic Pathology III","0.50","Graduate","Fall 2022","01","Guelph","J. Caswell","3","1","Open","LEC",,"2022/09/08","2022/12/16","Tues Thur","09:00 AM","10:50 AM","PAHL","4838"
"PABI*6100*01","PABI","6100","Immunobiology","0.50","Graduate","Fall 2022","01","Guelph","S. Sharif","16","9","Open","LEC",,"2022/09/08","2022/12/16","Mon Wed","10:00 AM","11:20 AM","MCKN","342"
"PABI*6104*01","PABI","6104","Mechanisms of Disease","0.50","Graduate","Fall 2022","01","Guelph","B. Lillie, G. Wood","15","9","Open","LEC",,"2022/09/08","2022/12/16","Wed Fri","09:30 AM","11:20 AM","PAHL","4838"
"PABI*6430*01","PABI","6430","Acad & Profnl Skills in PABI","0.00","Graduate","Fall 2022","01","Guelph","N. Ricker","20","10","Open","LEC",,"2022/09/08","2022/12/16",,,,,
"PABI*6440*01","PABI","6440","MSc Seminar in Pathobiology","0.50","Graduate","Fall 2022","01","Guelph","N. Ricker","20","20","Open","LEC",,"2022/09/08","2022/12/16","Fri","11:00 AM","01:20 PM","PAHL","1810"
"PABI*6450*01","PABI","6450","Doctoral Seminar in PABI","0.50","Graduate","Fall 2022","01","Guelph","N. Ricker","25","22","Open","LEC",,"2022/09/08","2022/12/16","Fri","11:00 AM","01:20 PM","PAHL","1810"
"PABI*6500*01","PABI","6500","Infectious Diseases","0.50","Graduate","Fall 2022","01","Guelph","J. Weese","25","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon","08:30 AM","10:20 AM","PAHL","4838"
,,,,,,,,,,,,,"LEC",,"2022/09/08","2022/12/16","Fri","08:30 AM","09:20 AM","PAHL","4838"
"PATH*3610*DE01","PATH","3610","Principles of Disease","0.50","Undergraduate","Fall 2022","DE01","Guelph","B. Lillie, K. Bland","250","20","Open","Distance Education",,"2022/09/08","2022/12/16",,,,,
,,,,,,,,,,,,,"EXAM","2022/12/06",,,"Tues","11:30 AM","01:30 PM",,
"PATH*4100*0101","PATH","4100","Diseases of Aquatic Animals","0.50","Undergraduate","Fall 2022","0101","Guelph","J. Lumsden","0","0","Closed","LEC",,"2022/09/08","2022/12/16","Tues Thur","08:30 AM","09:20 AM","ANNU","306"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Mon","02:30 PM","04:20 PM","PAHL","1813"
"PBIO*3750*0101","PBIO","3750","Plant Tissue Culture","0.50","Undergraduate","Fall 2022","0101","Guelph","J. Subramanian","13","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed","12:30 PM","01:20 PM","MCKN","308"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Wed","02:30 PM","05:20 PM","CRSC","119"
,,,,,,,,,,,,,"EXAM","2022/12/07",,,"Wed","08:30 AM","10:30 AM",,
"PBIO*3750*0102","PBIO","3750","Plant Tissue Culture","0.50","Undergraduate","Fall 2022","0102","Guelph","J. Subramanian","12","3","Open","LEC",,"2022/09/08","2022/12/16","Mon Wed","12:30 PM","01:20 PM","MCKN","308"
,,,,,,,,,,,,,"LAB",,"2022/09/08","2022/12/16","Fri","02:30 PM","05:20 PM","CRSC","119"
,,,,,,,,,,,,,"EXAM","2022/12/07",,,"Wed","08:30 AM","10:30 AM",,
"PHIL*1000*0101","PHIL","1000","Classic Thinkers","0.50","Undergraduate","Fall 2022","0101","Guelph","J. Russon","25","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed","11:30 AM","12:20 PM","RICH","2520"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Wed","02:30 PM","03:20 PM","ANNU","306"
,,,,,,,,,,,,,"EXAM","2022/12/12",,,"Mon","11:30 AM","01:30 PM",,
"PHIL*1000*0102","PHIL","1000","Classic Thinkers","0.50","Undergraduate","Fall 2022","0102","Guelph","J. Russon","25","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed","11:30 AM","12:20 PM","RICH","2520"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Wed","03:30 PM","04:20 PM","MCKN","307"
,,,,,,,,,,,,,"EXAM","2022/12/12",,,"Mon","11:30 AM","01:30 PM",,
"PHIL*1000*0103","PHIL","1000","Classic Thinkers","0.50","Undergraduate","Fall 2022","0103","Guelph","J. Russon","25","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed","11:30 AM","12:20 PM","RICH","2520"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Thur","03:30 PM","04:20 PM","MCKN","311"
,,,,,,,,,,,,,"EXAM","2022/12/12",,,"Mon","11:30 AM","01:30 PM",,
"PHIL*1000*0104","PHIL","1000","Classic Thinkers","0.50","Undergraduate","Fall 2022","0104","Guelph","J. Russon","25","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed","11:30 AM","12:20 PM","RICH","2520"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Thur","04:30 PM","05:20 PM","MCKN","315"
,,,,,,,,,,,,,"EXAM","2022/12/12",,,"Mon","11:30 AM","01:30 PM",,
"PHIL*1000*0105","PHIL","1000","Classic Thinkers","0.50","Undergraduate","Fall 2022","0105","Guelph","J. Russon","25","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed","11:30 AM","12:20 PM","RICH","2520"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Fri","01:30 PM","02:20 PM","MCKN","304"
,,,,,,,,,,,,,"EXAM","2022/12/12",,,"Mon","11:30 AM","01:30 PM",,
"PHIL*1000*0106","PHIL","1000","Classic Thinkers","0.50","Undergraduate","Fall 2022","0106","Guelph","J. Russon","25","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed","11:30 AM","12:20 PM","RICH","2520"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Fri","02:30 PM","03:20 PM","ROZH","109"
,,,,,,,,,,,,,"EXAM","2022/12/12",,,"Mon","11:30 AM","01:30 PM",,
"PHIL*1010*0101","PHIL","1010","Social and Political Issues","0.50","Undergraduate","Fall 2022","0101","Guelph","M. McCullagh","25","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed","02:30 PM","03:20 PM","ROZH","101"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Fri","03:30 PM","04:20 PM","MCKN","311"
,,,,,,,,,,,,,"EXAM","2022/12/06",,,"Tues","07:00 PM","09:00 PM",,
"PHIL*1010*0102","PHIL","1010","Social and Political Issues","0.50","Undergraduate","Fall 2022","0102","Guelph","M. McCullagh","25","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed","02:30 PM","03:20 PM","ROZH","101"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Thur","12:30 PM","01:20 PM","ANNU","306"
,,,,,,,,,,,,,"EXAM","2022/12/06",,,"Tues","07:00 PM","09:00 PM",,
"PHIL*1010*0103","PHIL","1010","Social and Political Issues","0.50","Undergraduate","Fall 2022","0103","Guelph","M. McCullagh","25","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed","02:30 PM","03:20 PM","ROZH","101"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Thur","08:30 AM","09:20 AM","ROZH","109"
,,,,,,,,,,,,,"EXAM","2022/12/06",,,"Tues","07:00 PM","09:00 PM",,
"PHIL*1010*0104","PHIL","1010","Social and Political Issues","0.50","Undergraduate","Fall 2022","0104","Guelph","M. McCullagh","25","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed","02:30 PM","03:20 PM","ROZH","101"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Thur","09:30 AM","10:20 AM","MCKN","308"
,,,,,,,,,,,,,"EXAM","2022/12/06",,,"Tues","07:00 PM","09:00 PM",,
"PHIL*1010*0105","PHIL","1010","Social and Political Issues","0.50","Undergraduate","Fall 2022","0105","Guelph","M. McCullagh","25","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed","02:30 PM","03:20 PM","ROZH","101"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Wed","04:30 PM","05:20 PM","ROZH","107"
,,,,,,,,,,,,,"EXAM","2022/12/06",,,"Tues","07:00 PM","09:00 PM",,
"PHIL*1010*0106","PHIL","1010","Social and Political Issues","0.50","Undergraduate","Fall 2022","0106","Guelph","M. McCullagh","25","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed","02:30 PM","03:20 PM","ROZH","101"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Wed","07:00 PM","07:50 PM","ALEX","309"
,,,,,,,,,,,,,"EXAM","2022/12/06",,,"Tues","07:00 PM","09:00 PM",,
"PHIL*1010*0107","PHIL","1010","Social and Political Issues","0.50","Undergraduate","Fall 2022","0107","Guelph","M. McCullagh","25","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed","02:30 PM","03:20 PM","ROZH","101"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Thur","03:30 PM","04:20 PM","MCKN","314"
,,,,,,,,,,,,,"EXAM","2022/12/06",,,"Tues","07:00 PM","09:00 PM",,
"PHIL*1010*0108","PHIL","1010","Social and Political Issues","0.50","Undergraduate","Fall 2022","0108","Guelph","M. McCullagh","25","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed","02:30 PM","03:20 PM","ROZH","101"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Thur","02:30 PM","03:20 PM","ROZH","108"
,,,,,,,,,,,,,"EXAM","2022/12/06",,,"Tues","07:00 PM","09:00 PM",,
"PHIL*1010*0109","PHIL","1010","Social and Political Issues","0.50","Undergraduate","Fall 2022","0109","Guelph","M. McCullagh","25","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed","02:30 PM","03:20 PM","ROZH","101"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Fri","11:30 AM","12:20 PM","MCKN","315"
,,,,,,,,,,,,,"EXAM","2022/12/06",,,"Tues","07:00 PM","09:00 PM",,
"PHIL*1010*0110","PHIL","1010","Social and Political Issues","0.50","Undergraduate","Fall 2022","0110","Guelph","M. McCullagh","25","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed","02:30 PM","03:20 PM","ROZH","101"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Fri","12:30 PM","01:20 PM","MINS","128"
,,,,,,,,,,,,,"EXAM","2022/12/06",,,"Tues","07:00 PM","09:00 PM",,
"PHIL*1010*0111","PHIL","1010","Social and Political Issues","0.50","Undergraduate","Fall 2022","0111","Guelph","M. McCullagh","25","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed","02:30 PM","03:20 PM","ROZH","101"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Thur","07:00 PM","07:50 PM","ROZH","107"
,,,,,,,,,,,,,"EXAM","2022/12/06",,,"Tues","07:00 PM","09:00 PM",,
"PHIL*1010*0112","PHIL","1010","Social and Political Issues","0.50","Undergraduate","Fall 2022","0112","Guelph","M. McCullagh","25","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed","02:30 PM","03:20 PM","ROZH","101"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Fri","02:30 PM","03:20 PM","CRSC","403"
,,,,,,,,,,,,,"EXAM","2022/12/06",,,"Tues","07:00 PM","09:00 PM",,
"PHIL*1010*0113","PHIL","1010","Social and Political Issues","0.50","Undergraduate","Fall 2022","0113","Guelph","M. McCullagh","25","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed","02:30 PM","03:20 PM","ROZH","101"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Thur","11:30 AM","12:20 PM","MCKN","308"
,,,,,,,,,,,,,"EXAM","2022/12/06",,,"Tues","07:00 PM","09:00 PM",,
"PHIL*1010*0114","PHIL","1010","Social and Political Issues","0.50","Undergraduate","Fall 2022","0114","Guelph","M. McCullagh","25","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed","02:30 PM","03:20 PM","ROZH","101"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Fri","08:30 AM","09:20 AM","MCKN","311"
,,,,,,,,,,,,,"EXAM","2022/12/06",,,"Tues","07:00 PM","09:00 PM",,
"PHIL*1010*0215","PHIL","1010","Social and Political Issues","0.50","Undergraduate","Fall 2022","0215","Guelph","J. Robinson","22","0","Closed","LEC",,"2022/09/08","2022/12/16","Thur","11:30 AM","01:20 PM","MCKN","230"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Fri","09:30 AM","10:20 AM","AD-S","VIRTUAL"
,,,,,,,,,,,,,"EXAM","2022/12/06",,,"Tues","07:00 PM","09:00 PM",,
"PHIL*1010*0216","PHIL","1010","Social and Political Issues","0.50","Undergraduate","Fall 2022","0216","Guelph","J. Robinson","22","0","Closed","LEC",,"2022/09/08","2022/12/16","Thur","11:30 AM","01:20 PM","MCKN","230"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Fri","11:30 AM","12:20 PM","AD-S","VIRTUAL"
,,,,,,,,,,,,,"EXAM","2022/12/06",,,"Tues","07:00 PM","09:00 PM",,
"PHIL*1010*DE01","PHIL","1010","Social and Political Issues","0.50","Undergraduate","Fall 2022","DE01","Guelph","A. Payrow Shabani","75","0","Closed","Distance Education",,"2022/09/08","2022/12/16",,,,,
,,,,,,,,,,,,,"EXAM","2022/12/06",,,"Tues","07:00 PM","09:00 PM",,
"PHIL*1050*0101","PHIL","1050","Ethics, Knowledge & Reality","0.50","Undergraduate","Fall 2022","0101","Guelph","A. Bailey","25","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed","10:30 AM","11:20 AM","RICH","2520"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Wed","02:30 PM","03:20 PM","MACS","301"
,,,,,,,,,,,,,"EXAM","2022/12/16",,,"Fri","02:30 PM","04:30 PM",,
"PHIL*1050*0102","PHIL","1050","Ethics, Knowledge & Reality","0.50","Undergraduate","Fall 2022","0102","Guelph","A. Bailey","25","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed","10:30 AM","11:20 AM","RICH","2520"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Wed","03:30 PM","04:20 PM","ALEX","309"
,,,,,,,,,,,,,"EXAM","2022/12/16",,,"Fri","02:30 PM","04:30 PM",,
"PHIL*1050*0103","PHIL","1050","Ethics, Knowledge & Reality","0.50","Undergraduate","Fall 2022","0103","Guelph","A. Bailey","25","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed","10:30 AM","11:20 AM","RICH","2520"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Thur","03:30 PM","04:20 PM","ANNU","306"
,,,,,,,,,,,,,"EXAM","2022/12/16",,,"Fri","02:30 PM","04:30 PM",,
"PHIL*1050*0104","PHIL","1050","Ethics, Knowledge & Reality","0.50","Undergraduate","Fall 2022","0104","Guelph","A. Bailey","25","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed","10:30 AM","11:20 AM","RICH","2520"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Thur","04:30 PM","05:20 PM","ANNU","306"
,,,,,,,,,,,,,"EXAM","2022/12/16",,,"Fri","02:30 PM","04:30 PM",,
"PHIL*1050*0105","PHIL","1050","Ethics, Knowledge & Reality","0.50","Undergraduate","Fall 2022","0105","Guelph","A. Bailey","25","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed","10:30 AM","11:20 AM","RICH","2520"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Fri","01:30 PM","02:20 PM","ROZH","108"
,,,,,,,,,,,,,"EXAM","2022/12/16",,,"Fri","02:30 PM","04:30 PM",,
"PHIL*1050*0106","PHIL","1050","Ethics, Knowledge & Reality","0.50","Undergraduate","Fall 2022","0106","Guelph","A. Bailey","25","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed","10:30 AM","11:20 AM","RICH","2520"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Fri","02:30 PM","03:20 PM","MINS","128"
,,,,,,,,,,,,,"EXAM","2022/12/16",,,"Fri","02:30 PM","04:30 PM",,
"PHIL*2030*0101","PHIL","2030","Philosophy of Medicine","0.50","Undergraduate","Fall 2022","0101","Guelph","M. Goldenberg","25","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed","11:30 AM","12:20 PM","THRN","1307"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Wed","02:30 PM","03:20 PM","MINS","128"
,,,,,,,,,,,,,"EXAM","2022/12/06",,,"Tues","08:30 AM","10:30 AM",,
"PHIL*2030*0102","PHIL","2030","Philosophy of Medicine","0.50","Undergraduate","Fall 2022","0102","Guelph","M. Goldenberg","25","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed","11:30 AM","12:20 PM","THRN","1307"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Wed","03:30 PM","04:20 PM","ROZH","107"
,,,,,,,,,,,,,"EXAM","2022/12/06",,,"Tues","08:30 AM","10:30 AM",,
"PHIL*2030*0103","PHIL","2030","Philosophy of Medicine","0.50","Undergraduate","Fall 2022","0103","Guelph","M. Goldenberg","25","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed","11:30 AM","12:20 PM","THRN","1307"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Thur","03:30 PM","04:20 PM","MCKN","304"
,,,,,,,,,,,,,"EXAM","2022/12/06",,,"Tues","08:30 AM","10:30 AM",,
"PHIL*2030*0104","PHIL","2030","Philosophy of Medicine","0.50","Undergraduate","Fall 2022","0104","Guelph","M. Goldenberg","25","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed","11:30 AM","12:20 PM","THRN","1307"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Thur","04:30 PM","05:20 PM","ROZH","107"
,,,,,,,,,,,,,"EXAM","2022/12/06",,,"Tues","08:30 AM","10:30 AM",,
"PHIL*2100*0101","PHIL","2100","Critical Thinking","0.50","Undergraduate","Fall 2022","0101","Guelph","D. Dedrick","25","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed","10:30 AM","11:20 AM","MCLN","102"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Wed","01:30 PM","02:20 PM","MACS","301"
,,,,,,,,,,,,,"EXAM","2022/12/07",,,"Wed","02:30 PM","04:30 PM",,
"PHIL*2100*0102","PHIL","2100","Critical Thinking","0.50","Undergraduate","Fall 2022","0102","Guelph","D. Dedrick","25","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed","10:30 AM","11:20 AM","MCLN","102"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Wed","03:30 PM","04:20 PM","MINS","128"
,,,,,,,,,,,,,"EXAM","2022/12/07",,,"Wed","02:30 PM","04:30 PM",,
"PHIL*2100*0103","PHIL","2100","Critical Thinking","0.50","Undergraduate","Fall 2022","0103","Guelph","D. Dedrick","25","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed","10:30 AM","11:20 AM","MCLN","102"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Thur","03:30 PM","04:20 PM","ALEX","309"
,,,,,,,,,,,,,"EXAM","2022/12/07",,,"Wed","02:30 PM","04:30 PM",,
"PHIL*2100*0104","PHIL","2100","Critical Thinking","0.50","Undergraduate","Fall 2022","0104","Guelph","D. Dedrick","25","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed","10:30 AM","11:20 AM","MCLN","102"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Thur","04:30 PM","05:20 PM","ALEX","309"
,,,,,,,,,,,,,"EXAM","2022/12/07",,,"Wed","02:30 PM","04:30 PM",,
"PHIL*2100*0105","PHIL","2100","Critical Thinking","0.50","Undergraduate","Fall 2022","0105","Guelph","D. Dedrick","25","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed","10:30 AM","11:20 AM","MCLN","102"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Fri","01:30 PM","02:20 PM","ANNU","306"
,,,,,,,,,,,,,"EXAM","2022/12/07",,,"Wed","02:30 PM","04:30 PM",,
"PHIL*2100*0106","PHIL","2100","Critical Thinking","0.50","Undergraduate","Fall 2022","0106","Guelph","D. Dedrick","25","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed","10:30 AM","11:20 AM","MCLN","102"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Fri","02:30 PM","03:20 PM","MINS","101"
,,,,,,,,,,,,,"EXAM","2022/12/07",,,"Wed","02:30 PM","04:30 PM",,
"PHIL*2120*0101","PHIL","2120","Ethics","0.50","Undergraduate","Fall 2022","0101","Guelph","K. Dorter","25","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed","09:30 AM","10:20 AM","MCLN","102"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Wed","01:30 PM","02:20 PM","MINS","101"
"PHIL*2120*0102","PHIL","2120","Ethics","0.50","Undergraduate","Fall 2022","0102","Guelph","K. Dorter","25","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed","09:30 AM","10:20 AM","MCLN","102"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Wed","02:30 PM","03:20 PM","ROZH","109"
"PHIL*2120*0103","PHIL","2120","Ethics","0.50","Undergraduate","Fall 2022","0103","Guelph","K. Dorter","25","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed","09:30 AM","10:20 AM","MCLN","102"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Thur","08:30 AM","09:20 AM","ROZH","107"
"PHIL*2120*0104","PHIL","2120","Ethics","0.50","Undergraduate","Fall 2022","0104","Guelph","K. Dorter","25","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed","09:30 AM","10:20 AM","MCLN","102"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Fri","10:30 AM","11:20 AM","MCKN","307"
"PHIL*2120*0105","PHIL","2120","Ethics","0.50","Undergraduate","Fall 2022","0105","Guelph","K. Dorter","25","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed","09:30 AM","10:20 AM","MCLN","102"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Fri","01:30 PM","02:20 PM","ROZH","107"
"PHIL*2120*0106","PHIL","2120","Ethics","0.50","Undergraduate","Fall 2022","0106","Guelph","K. Dorter","25","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed","09:30 AM","10:20 AM","MCLN","102"
,,,,,,,,,,,,,"SEM",,"2022/09/08","2022/12/16","Fri","02:30 PM","03:20 PM","ROZH","108"
"PHIL*2140*01","PHIL","2140","Ancient Greek Philosophy","0.50","Undergraduate","Fall 2022","01","Guelph","J. Hacker-Wright","50","0","Closed","LEC",,"2022/09/08","2022/12/16","Tues Thur","01:00 PM","02:20 PM","MCKN","229"
"PHIL*2180*01","PHIL","2180","Philosophy of Science","0.50","Undergraduate","Fall 2022","01","Guelph","K. Novak","35","0","Closed","LEC",,"2022/09/08","2022/12/16","Tues Thur","10:00 AM","11:20 AM","MCKN","226"
"PHIL*2240*01","PHIL","2240","Knowledge & Belief","0.50","Undergraduate","Fall 2022","01","Guelph","K. Novak","35","0","Closed","LEC",,"2022/09/08","2022/12/16","Tues Thur","11:30 AM","12:50 PM","MCKN","227"
"PHIL*2280*01","PHIL","2280","Concepts Political Philosophy","0.50","Undergraduate","Fall 2022","01","Guelph","K. Wendling","100","0","Closed","LEC",,"2022/09/08","2022/12/16","Tues Thur","02:30 PM","03:50 PM","MCKN","120"
"PHIL*3040*DE01","PHIL","3040","Philosophy of Law","0.50","Undergraduate","Fall 2022","DE01","Guelph","P. Eardley","150","1","Open","Distance Education",,"2022/09/08","2022/12/16",,,,,
,,,,,,,,,,,,,"EXAM","2022/12/12",,,"Mon","08:30 AM","10:30 AM",,
"PHIL*3170*01","PHIL","3170","Topics in the Phil of Science","0.50","Undergraduate","Fall 2022","01","Guelph","Y. Yakubu","50","31","Open","LEC",,"2022/09/08","2022/12/16","Mon Wed","01:00 PM","02:20 PM","MCKN","227"
,,,,,,,,,,,,,"EXAM","2022/12/14",,,"Wed","08:30 AM","10:30 AM",,
"PHIL*3200*01","PHIL","3200","Continental Philosophy","0.50","Undergraduate","Fall 2022","01","Guelph","R. Minatel","50","17","Open","LEC",,"2022/09/08","2022/12/16","Tues Thur","02:30 PM","03:50 PM","MCKN","225"
,,,,,,,,,,,,,"EXAM","2022/12/16",,,"Fri","08:30 AM","10:30 AM",,
"PHIL*3250*01","PHIL","3250","Philosophy of Language","0.50","Undergraduate","Fall 2022","01","Guelph","M. McCullagh","50","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed","11:30 AM","12:50 PM","MCKN","224"
"PHIL*3350*01","PHIL","3350","Selected Topics in Philosophy","0.50","Undergraduate","Fall 2022","01","Guelph","K. Dorter","0","0","Closed","LEC",,"2022/09/08","2022/12/16","Mon Wed","02:30 PM","03:50 PM","MCKN","226"
"PHIL*3710*01","PHIL","3710","Directed Reading","0.50","Undergraduate","Fall 2022","01","Guelph","TBA TBA","1","1","Open","LEC",,"2022/09/08","2022/12/16",,,,,
